new_essay_id,essay,tid1,tid2,grade,type,instructions,group,match_type
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",Alaya Booker,Llama3,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",10,teacher-AI
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",ChatGPT,Claude,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",16,AI-AI
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",ChatGPT,GPT4o,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",19,AI-AI
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",ChatGPT,Gemini,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",16,AI-AI
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",ChatGPT,Kevin Ho,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",4,teacher-AI
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",ChatGPT,Llama3,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",18,AI-AI
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",Claude,GPT4o,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",1,AI-AI
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",Claude,Gemini,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",5,AI-AI
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",Claude,Kevin Ho,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",14,teacher-AI
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",Claude,Llama3,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",6,AI-AI
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",GPT4o,Gemini,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",8,AI-AI
100,"Getting an education is very important. Upon completing high school, most people g0 to college to pursue a certain degree. In the world today, having a college degree is a sure fire way to make it in life. The decision of which college a person plans to attend is also important. Choosing the wrong college could result in failing classes, wasting money, not enjoying your college experience and ultimately not getting a college degree. My friend spent her entire life wanting to go to a certain college and had her mind set on that college. She was faced with the challenge of having to choose between the school she wanted to attend and a school that would offer her more.  My friend, Parys, grew up wanting to be a ""Baylor Bear"" and supporting Baylor University to the fullest. She loved Baylor's campus, their basketball teams, football teams, and most of all their cheer leading squads. She wanted to become an OB-GYN and chose to complete her pre-meds at Baylor. She had all kinds of Baylor paraphernalia and her bedroom was covered in Baylor's green and gold school colors. She was determined to go to Baylor.  Parys' parents supported her decision but knew Baylor might not be the right ‘school for her. Baylor University is a private school tha ive. Her parents could afford it but it was ways of Parys to get a better education at a price lower than Baylor. So, when it was time to apply for colleges, her parents made her apply to not only Baylor, but the college that was located in the town Parys lives in. Parys got accepted to both colleges so her mind was set on Baylor. There was one problem. Baylor only wanted to offer Parys $5000 in scholarship money but Lamar was offering Parys a free ride because of her special talent.         Parys was captain of her high school cheer leading squad. She was very talented and could perform a lot of cheer leading stunts. Once she knew she got accepted to Baylor her first thought was being on Baylor's cheer leading squad which isn't a easy task. However, Lamar University, the other school she applied to, had another wonderful cheer leading squad. Parys became Lamar's top pick for cheer leading in the area. Lamar wanted Parys to cheer for them really bad and even offered her a full scholarship. Her college would be completely paid for.  This became a hard decision for Parys. Baylor, the school she really wanted to attend wasn't really offering her what she wanted out of college. But, Lamar, her second choice for college was offering Parys anything and everything she could imagine. She didn't know what to do and what college to choose. Parys conducted research on both schools and found out that Lamar has a great Pre-Med program and cheering with them would be fun. She also found out that many of her close friends would be attending Lamar.  Parys finally made her decision and decided to stay at home and attend Lamar University. Even though she had big dreams to attend Baylor University, it would turn out to. not be the right college for Parys. She attended Lamar and enjoyed her years of college there. She made new friends on her cheer leading squad and used Lamar as a base to further her medical degree. In the end, she ultimately made the correct decision even though it was a tough one.",GPT4o,Kevin Ho,hs,Narrative,"Write a story about a time, real or imagined, when you or someone you know had to make a difficult choice. Include details that will help readers understand the experience.",0,teacher-AI
